UQMD   version:       10010   1000  10001  output_file  13
projectile:  (mass, char)    0   0   target:  (mass, char)    0   0 
transformation betas (NN,lab,pro)     0.0000000  0.9907499 -0.9907499
impact_parameter_real/min/max(fm):    0.00  0.00  0.00  total_cross_section(mbarn):       0.00
equation_of_state:    0  E_lab(GeV/u): 0.1000E+03  sqrt(s)(GeV): 0.1382E+02  p_lab(GeV/u): 0.1009E+03
event#         1 random seed:           0 (auto)   total_time(fm/c):   8000 Delta(t)_O(fm/c):   8000.00
op  0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  
op  0    0    0    0    0    0    1    0    1    0    0    0    0    2    1  
op  0    0    0    1    1    0    0    0    0    1    1    0    0    0    0  
pa 0.1000E+01   0.5200E+00   0.5000E+00   0.3000E+00   0.0000E+00   0.3700E+00   0.0000E+00   0.9300E-01   0.3500E+00   0.2500E+00   0.0000E+00   0.5000E+00  
pa 0.2700E+00   0.4900E+00   0.2700E+00   0.1000E+01   0.1600E+01   0.8500E+00   0.1550E+01   0.0000E+00   0.0000E+00   0.1000E+01 * 0.0000E+00   0.0000E+00  
pa 0.9000E+00   0.5000E+02   0.1000E+01   0.1000E+01   0.4000E+00   0.1500E+01   0.1600E+01   0.0000E+00   0.2500E+01   0.1000E+00   0.3000E+01   0.2750E+00  
pa 0.4200E+00   0.1080E+01   0.8000E+00   0.5000E+00   0.0000E+00   0.5500E+00   0.5000E+01   0.8000E+00   0.5000E+00   0.8000E+06   0.1000E+01   0.2000E+01  
pvec: r0              rx              ry              rz              p0              px              py              pz              m          ityp 2i3 chg lcl#  ncl or 
          63        8000
       7       0       7       0      18       0       0       0
  0.8000000000000000D+04 -0.1866518176788166D+04 -0.8083174324885311D+01  0.6627743609948671D+04  0.1841864253459130D+01 -0.4296598171756881D+00 -0.2063409891498932D-02  0.1525781133774419D+01  0.9380000233650208D+00   -1 -1 -1     1    2  20  0.9908202180086713D+01 -0.2634139394611305D+01  0.8679926347007969D+00  0.8834914943764986D+01  0.1841864253459130D+01 -0.4296598171756881D+00 -0.2063409891498932D-02  0.1525781133774419D+01
  0.8000000000000000D+04 -0.4423587662299414D+04  0.2662530961305622D+04  0.5208211877809328D+04  0.2346382091462366D+01 -0.1297161575184636D+01  0.7807598116754461D+00  0.1527563694135063D+01  0.9380000233650208D+00   -1 -1 -1     2    1  20  0.5245937797066529D+01 -0.3809736839031795D+01  0.2272558077356584D+01  0.3392043308858724D+01  0.2346382091462366D+01 -0.1297161575184636D+01  0.7807598116754461D+00  0.1527563694135063D+01
  0.8000000000000000D+04 -0.9594973161182206D+03  0.1558072107954807D+04 -0.7773422641993880D+04  0.2281947120244431D+01 -0.2732046807700884D+00  0.4447936197196738D+00 -0.2217336442097553D+01  0.1349800000000000D+00  101  0  0     0    0  99  0.2952908572307724D+01 -0.2055893250000000D+01 -0.7000000000000000D+00 -0.2802636087045273D+01  0.2281947120244430D+01 -0.2732046807700884D+00  0.4447936197196738D+00 -0.2217336442097553D+01
  0.8000000000000000D+04  0.8256633226182538D+03 -0.1775905998605590D+04  0.9183396743444349D+03  0.1433511852095583D+00  0.1482869819841795D-01 -0.3183329069073650D-01  0.1650195651053235D-01  0.1379999965429306D+00  101 -2 -1     4    2  20  0.3667602584932422D+01 -0.1502491477810307D+01 -0.1999010623155932D+00 -0.2162861250268975D+01  0.1433511852095583D+00  0.1482869819841795D-01 -0.3183329069073650D-01  0.1650195651053235D-01
  0.8000000000000000D+04 -0.3857358875389552D+04 -0.6481717330990234D+04  0.2581111567458445D+04  0.1710547372456254D+01 -0.8250327679562455D+00 -0.1386570522916657D+01  0.5518114078143710D+00  0.1349800000000000D+00  101  0  0     0    0  99  0.3156087087945588D+01 -0.3138296800000000D+00  0.5281914400000000D+00  0.1381962355889937D+01  0.1710547372456254D+01 -0.8250327679562455D+00 -0.1386570522916657D+01  0.5518114078143710D+00
  0.8000000000000000D+04  0.2591583296517422D+04  0.3989921497593600D+03  0.7524696255319802D+04  0.1535767761408170D+01  0.4977825889734892D+00  0.7661252620805398D-01  0.1444543537427492D+01  0.1349800000000000D+00  101  0  0     0    0  99  0.6698923399302124D+01  0.7448870000000000D+00  0.2424145400000000D+00  0.6195279411553407D+01  0.1535767761408170D+01  0.4977825889734892D+00  0.7661252620805398D-01  0.1444543537427492D+01
  0.8000000000000000D+04  0.2458634488414716D+04  0.4634970149731988D+03  0.7553752745902008D+04  0.1313693365729827D+01  0.4040982424280167D+00  0.7612622790594807D-01  0.1240354814822743D+01  0.1349800000000000D+00  101  0  0     0    0  99  0.1016359730230833D+02  0.9233270099999999D+00  0.5000000000000000D+00  0.9958805657481685D+01  0.1313693365729827D+01  0.4040982424280167D+00  0.7612622790594807D-01  0.1240354814822743D+01
  0.8000000000000000D+04  0.2043978987394611D+04  0.3904878666714360D+04 -0.6154208563838753D+04  0.4276259226089109D+00  0.1094432140090604D+00  0.2088516424703385D+00 -0.3289728028060713D+00  0.1379999965429306D+00  101  0  0     8    4  20  0.6030404370166411D+01 -0.1934693185909874D+01  0.6399579863491383D+00 -0.4444378878506673D+01  0.4276259226089109D+00  0.1094432140090604D+00  0.2088516424703385D+00 -0.3289728028060713D+00
  0.8000000000000000D+04  0.9738848172983661D+03  0.2829717098164861D+03 -0.5458820039868719D+04  0.1874033565322988D+00  0.2281818918144535D-01  0.6685679681093363D-02 -0.1278086443447919D+00  0.1349800000000000D+00  101  0  0     0    0  99  0.9375845002692676D+01  0.9482753900000001D+00 -0.2096575730000000D+01 -0.9233332263837212D+01  0.1874033565322989D+00  0.2281818918144535D-01  0.6685679681093363D-02 -0.1278086443447919D+00
  0.8000000000000000D+04  0.2564376096522856D+04  0.1744665780407043D+04 -0.7227127023731465D+04  0.7383300387937548D+00  0.2369006644809907D+00  0.1611773086820516D+00 -0.6669419735776593D+00  0.1349800000000000D+00  101  0  0     0    0  99  0.1022774954626536D+02  0.7768174300000000D+00  0.5000000000000000D+00 -0.9874314009121409D+01  0.7383300387937549D+00  0.2369006644809907D+00  0.1611773086820516D+00 -0.6669419735776593D+00
