UQMD   version:       10010   1000  10001  output_file  13
projectile:  (mass, char)    0   0   target:  (mass, char)    0   0 
transformation betas (NN,lab,pro)     0.0000000  0.9907499 -0.9907499
impact_parameter_real/min/max(fm):    0.00  0.00  0.00  total_cross_section(mbarn):       0.00
equation_of_state:    0  E_lab(GeV/u): 0.1000E+03  sqrt(s)(GeV): 0.1382E+02  p_lab(GeV/u): 0.1009E+03
event#         1 random seed:           0 (auto)   total_time(fm/c):   8000 Delta(t)_O(fm/c):   8000.00
op  0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  
op  0    0    0    0    0    0    1    0    1    0    0    0    0    2    1  
op  0    0    0    1    1    0    0    0    0    1    1    0    0    0    0  
pa 0.1000E+01   0.5200E+00   0.5000E+00   0.3000E+00   0.0000E+00   0.3700E+00   0.0000E+00   0.9300E-01   0.3500E+00   0.2500E+00   0.0000E+00   0.5000E+00  
pa 0.2700E+00   0.4900E+00   0.2700E+00   0.1000E+01   0.1600E+01   0.8500E+00   0.1550E+01   0.0000E+00   0.0000E+00   0.1000E+01 * 0.0000E+00   0.0000E+00  
pa 0.9000E+00   0.5000E+02   0.1000E+01   0.1000E+01   0.4000E+00   0.1500E+01   0.1600E+01   0.0000E+00   0.2500E+01   0.1000E+00   0.3000E+01   0.2750E+00  
pa 0.4200E+00   0.1080E+01   0.8000E+00   0.5000E+00   0.0000E+00   0.5500E+00   0.5000E+01   0.8000E+00   0.5000E+00   0.8000E+06   0.1000E+01   0.2000E+01  
pvec: r0              rx              ry              rz              p0              px              py              pz              m          ityp 2i3 chg lcl#  ncl or 
          35        8000
       4       0       4       0      11       0       0       0
  0.8000000000000000D+04 -0.2385245495133385D+03  0.1685942535380308D+03  0.7800739703569237D+04  0.4288690118489055D+01 -0.1282517172543408D+00  0.8921770658858018D-01  0.4181878051471378D+01  0.9382700000000000D+00    1  1  1     0    0  99  0.8680547989042649D+01  0.4529505000000000D+00  0.2350674630000000D+01  0.8448235694514707D+01  0.4288690118489055D+01 -0.1282517172543408D+00  0.8921770658858018D-01  0.4181878051471378D+01
  0.8000000000000000D+04 -0.2942424040723398D+04 -0.2922636308020902D+04 -0.8334964136699986D+03  0.1107232313283400D+01 -0.4073090454311232D+00 -0.4049307698276577D+00 -0.1153344000533942D+00  0.9395700000000000D+00   -1  1  0     0    0  99  0.2089367725756963D+01 -0.2940956400000000D+00  0.2314554130000000D+01 -0.3973310406132680D+00  0.1107232313283400D+01 -0.4073090454311232D+00 -0.4049307698276577D+00 -0.1153344000533942D+00
  0.8000000000000000D+04  0.1228614175793776D+04  0.2144731312374077D+04  0.7302653132401549D+04  0.3511047324986058D+01  0.5399197379788392D+00  0.9408831679112156D+00  0.3204814318387446D+01  0.9380000233650208D+00    1  1  1     3    1  20  0.1201668091376024D+02  0.2428491163414658D+00  0.4128137646532926D+01  0.1138048737979255D+02  0.3511047324986058D+01  0.5399197379788392D+00  0.9408831679112156D+00  0.3204814318387446D+01
  0.8000000000000000D+04  0.4518258797581042D+03  0.1478769136698117D+04 -0.7608274479226791D+04  0.3886766709004731D+01  0.2196689970183702D+00  0.7174489981474386D+00 -0.3696501572189692D+01  0.9380000233650208D+00   -1 -1 -1     4    1  20  0.1067378422661066D+02  0.2918906957893796D+00  0.4038462459261151D+01 -0.1004203349686867D+02  0.3886766709004731D+01  0.2196689970183702D+00  0.7174489981474386D+00 -0.3696501572189692D+01
  0.8000000000000000D+04 -0.1742262617808604D+04  0.3593536233047304D+04 -0.3941917262797711D+04  0.1565305088419575D+01 -0.3412302099057484D+00  0.7025796498058955D+00 -0.7711469858406066D+00  0.1116000056266785D+01   27  0  0     5    1  20  0.4125325101176875D+01  0.8058829464600469D+00  0.4626396528312976D+01 -0.2752495287104085D+01  0.1565305088419575D+01 -0.3412302099057484D+00  0.7025796498058955D+00 -0.7711469858406066D+00
  0.8000000000000000D+04  0.4721594151960988D+03 -0.9527440871285531D+03 -0.6728390545537648D+04  0.2128821628420067D+01  0.1258465186735740D+00 -0.2546139296180296D+00 -0.1790463571431658D+01  0.1116000056266785D+01   27  0  0     6    1  20  0.1862710221509953D+02  0.3359519182976958D+00  0.1853841660837053D+01 -0.1558885622863414D+02  0.2128821628420067D+01  0.1258465186735740D+00 -0.2546139296180296D+00 -0.1790463571431658D+01
  0.8000000000000000D+04 -0.1969240183462571D+04 -0.3049740878720592D+04 -0.7093582291871132D+04  0.1539413834894988D+01 -0.3786770243396834D+00 -0.5872918739680493D+00 -0.1365015501990521D+01  0.1349800000000000D+00  101  0  0     0    0  99  0.1627907490076695D+01 -0.1738219470000000D+01  0.1666630050000000D+01 -0.1336107329613832D+01  0.1539413834894989D+01 -0.3786770243396834D+00 -0.5872918739680493D+00 -0.1365015501990521D+01
  0.8000000000000000D+04 -0.2031230936367397D+03  0.1666899794443197D+04  0.7816329427765431D+04  0.3490536448725402D+01 -0.8846759873792148D-01  0.7260898422574180D+00  0.3410365394561803D+01  0.1349800000000000D+00  101  0  0     0    0  99  0.5397413489728959D+01 -0.5000000000000000D+00  0.3889017670000000D+01  0.5347819404122407D+01  0.3490536448725401D+01 -0.8846759873792148D-01  0.7260898422574180D+00  0.3410365394561803D+01
  0.8000000000000000D+04  0.1067142081471778D+03  0.1591609892536182D+04 -0.7832709626629702D+04  0.3504092060950604D+01  0.4735174048179380D-01  0.6966756424964592D+00 -0.3431037457445881D+01  0.1379999965429306D+00  101  0  0     9    3  20  0.2175058969711323D+02 -0.1098026521451264D+01  0.5392425289646284D+01 -0.2079370220371201D+02  0.3504092060950604D+01  0.4735174048179380D-01  0.6966756424964592D+00 -0.3431037457445881D+01
  0.8000000000000000D+04  0.1780876842485325D+04  0.6265656564104204D+04  0.3331852403556436D+04  0.3332267629121934D+00  0.7424003854830313D-01  0.2608533338260664D+00  0.1387963617286578D+00  0.1349800000000000D+00  101  0  0     0    0  99  0.7350928387087766D+00 -0.1290141570000000D+01  0.3749804410000000D+01 -0.1943025025385647D-01  0.3332267629121935D+00  0.7424003854830313D-01  0.2608533338260664D+00  0.1387963617286578D+00
